词语 情感分类 强度
奥旨 ph 1
宝号 ph 7
报德 ph 3
逼肖 ph 3
激愤 na 7
发怒 na 5
挂火 na 1
感愤 na 5
生闲气 na 3
吹夹生饭－胀气 na 3
心碎 nb 9
恻隐之心 nb 3
人神共愤 na 9
哀伤 nb 5
痛心 nb 5
悲怆 nb 7
哭天抹泪 nb 7
哽咽 nb 5
恸哭 nb 7
抚今思昔 pf 3
云树遥隔 nb 5
凄然泪下 nb 7
伤心惨目 nb 7
痴情碰冷遇－伤透了心肝 nb 7
犁地淹死牛－伤透了 nb 7
火烧乌龟－心里痛 nb 5
叫苦不迭 nb 3
悲咽 nb 5
瞎子过索桥－提心吊胆 nc 3
毛森骨立 nc 7
保护伞 nd 1
狠毒 nn 7
可耻 nd 5
得逞 nd 5
痛恶 nd 7
面目可憎 nd 7
含恨 nd 5
万恶 nd 7
淫威 nd 7
拙劣 nn 3
刻毒 nn 5
造作 nn 3
诓骗 nn 5
鳄鱼眼泪 nd 5
就着猪肉吃油条－腻透了 nd 3
掩鼻而过 nd 3
虎狼 nd 5
害人虫 nd 7
狂乱 ne 9
烦杂 ne 1
心烦意乱 ne 9
惝恍 ne 1
焦躁 ne 9
难耐 ne 7
进退两难 ne 5
繁缛 ne 5
背兴 ne 3
对不住 nh 3
有愧 nh 5
自悔 nh 5
急迫 ni 1
火烧眉毛 ni 9
灰心 nj 3
断线风筝 nb 1
养子不成才－大失所望 nj 7
妒嫉 nk 7
多心 nl 5
疑义 nl 7
扯皮 nn 3
绊脚石 nn 5
百花齐放，百家争鸣 ph 7
富国安民 ph 7
兼善天下 ph 7
清平世界 ph 3
世事纷扰 ne 5
求贤若渴 ph 5
撑门柱户 ph 7
网漏吞舟 nn 7
拔犀擢象 ph 3
回天之力 ph 9
按强助弱 ph 7
指天誓日 ph 7
节俭力行 ph 7
民生在勤 ph 5
高车驷马 nn 5
劳师动众 nn 5
别有见地 ph 5
自出机杼 ph 5
高不可攀 nj 3
贫贱不移 ph 5
威武不屈 ph 5
羝羊触藩 ne 5
黄杨厄闰 nj 5
一隅之见 nn 5
雷声大雨点小 nn 1
以蠡测海 nn 5
众盲摸象 nn 5
拣佛烧香 nn 9
厝火积薪 nc 5
他山之石 pa 5
目无全牛 ph 5
运用自如 ph 5
铁证如山 pg 3
行远自迩 ph 1
扭转乾坤 ph 7
拔山扛鼎 ph 1
直接了当 ph 1
白玉无暇 ph 7
长生久视 ph 5
能屈能伸 ph 5
重蹈覆辙 nn 5
安于故俗，溺于旧闻 nn 5
陈腐不堪 nn 7
布鼓雷门 nn 5
罪人不孥 ph 5
小康之家 ph 3
赏善罚恶 ph 5
大院深宅 nn 1
流落风尘 nn 7
含笑入地 pe 5
人天永隔 nb 9
言语妙天下 ph 7
摇唇鼓舌 nn 5
词不达意 nn 3
齐东野语 nn 3
冗词赘句 nn 3
如风过耳 nn 1
念念有词 nn 1
交头接耳 nn 3
拳拳服膺 ph 7
闭门思过 nh 3
扪心自问 nh 3
收视反听 ph 3
蒙头转向 nn 3
倚门傍户 nn 3
游手好闲 nn 5
吃著不尽 pa 5
山高水险 nc 5
风言风语 nn 3
曾参杀人 nd 5
伐性之斧 nn 9
酒食征逐 nn 7
贪花恋酒 nn 5
凶神恶煞 nd 7
百败不折 ph 5
看人眉睫 nn 5
斗而铸兵 nn 5
沉吟不决 nn 3
百依百顺 nn 3
诺诺连声 nn 3
随俗沉浮 nn 3
打小算盘 nn 3
燃眉之急 ni 5
一言难尽 ne 7
有头没脑 nn 5
势不两立 nd 5
养虎为患 nn 9
坐以待毙 nn 5
穷形尽相 nd 7
急如风火 ni 3
源源不绝 pa 5
郢书燕说 nn 5
鱼目混珠 nn 5
弱肉强食 nn 5
排斥异己 nn 7
防患未然 ph 5
喧嚣一时 nn 3
灯蛾扑火 nn 5
尽力而为 ph 3
敷衍塞责 nn 5
问柳寻花 nn 7
汗流满面 ni 1
扫地出门 na 5
犯上作乱 nn 5
匹夫之勇 nn 5
先发制人 ph 3
一世之雄 ph 7
大才槃槃 ph 7
精神满腹 ph 9
马工枚速 ph 5
千里之足 ph 7
腾蛟起凤 ph 9
秀出班行 ph 7
博览古今 ph 7
斗筲之人 nn 5
截断众流 ph 7
歌功颂德 ph 7
金玉其外，败絮其中 nn 9
兔角龟毛 nn 5
白日见鬼 nn 3
大功告成 pa 7
从天而降 pc 3
达官贵人 pd 3
胸中有数 pe 5
天从人愿 pe 7
稳操胜算 pg 9
康庄大道 ph 5
荣华富贵 ph 5
异途同归 ph 5
功若丘山 ph 9
发愤忘食 ph 7
牛角挂书 ph 7
业精于勤 ph 7
剥茧抽丝 ph 5
一倡百和 ph 1
聪明智慧 ph 5
盖世英雄 ph 7
青出于蓝而胜于蓝 ph 5
伶俐乖巧 ph 5
脱口成章 ph 5
援笔成章 ph 5
有备无患 ph 3
古貌古心 ph 5
徐娘半老 ph 3
宛然如生 ph 5
勿为左右袒 ph 5
屡试不爽 ph 5
趁热打铁 ph 5
情恕理遣 ph 3
革旧维新 ph 5
洋洋大观 ph 7
以逸代劳 ph 1
摧坚陷阵 ph 5
天下无敌 ph 7
未卜先知 ph 5
弃暗投明 ph 5
迁善改过 ph 5
桑榆之光，理无远照 nb 3
两瞽相扶 nj 3
辙乱旗靡 nj 5
俗不可医 nn 7
一无所成 nn 7
大逆不道 nn 9
恶湿居下 nn 3
拾人涕唾 nn 5
好歹不分 nn 5
闭眼睛捉麻雀 nn 3
老蚕作茧 nn 5
引狼入室 nn 9
自作孽 nn 9
轻裘缓带 ph 5
落花有意，流水无情 nj 3
分道扬镳 nj 3
忘其所以 nn 5
野草闲花 nn 1
目不暇接 ph 3
各自为政 nn 5
意想不到 pc 3
钩章棘句 nn 3
金友玉昆 ph 3
袍泽之谊 pb 1
忘形交 pb 1
公听并观 ph 1
门庭若市 ph 3
切中时弊 ph 3
后发制人 ph 1
长驱直入 ph 1
铜头铁额 ph 7
苌弘碧血 ph 9
元龙高卧 nn 5
言者无罪，闻者足戒 pd 3
东涂西抹 nn 5
傲睨万物 nn 5
锋芒必露 nn 5
夸功自大 nn 5
贪荣慕利 nn 7
厚厚 pa 5
HC nn 5
BD nn 5
装b nn 7
哦耶 pa 5
羡慕ING pb 7
NND nn 5
神经病 nn 5
晕倒 pc 7
SL nn 3
BUCUO ph 5
支持一下 ph 3
疯了 ne 7
鬼鬼祟祟 nn 5
华而不实 nn 7
假公济私 nn 7
粗鲁 nn 5
颠倒黑白 nn 7
口蜜腹剑 nn 7
扩张 nn 1
邋遢 nn 7
老顽固 nn 5
吝啬 nn 7
浅薄 nn 7
自满 nn 3
撒谎 nn 3
好战 nn 3
战争狂 nn 1
虚荣心 nn 7
贪图 nn 5
文过饰非 nn 5
奚落 nn 7
反悔 nn 1
愚蠢 nn 7
屈节 nn 5
祸心 nn 5
不肖 nn 7
奸滑 nn 7
谲诈 nn 7
自高自大 nn 7
狷急 nn 3
死心眼 nn 3
惰性 nn 3
庇护 nn 3
凝滞 nn 1
俗气 nn 5
爱面子 nn 3
班门弄斧 nn 5
莽撞 nn 5
愚拙 nn 7
痴愚 nn 7
道貌岸然 nn 7
张狂 nn 5
狎昵 nn 5
放浪 nn 5
粗率 nn 5
娇贵 nn 1
吊儿郎当 nn 5
疲沓 nn 5
鬼头鬼脑 nn 3
耍心眼儿 nn 5
嘲笑 nn 5
放任 nn 3
吹毛求疵 nn 5
贪欲 nn 5
缓慢 nn 1
置之不顾 nn 3
迂缓 nn 1
蛮干 nn 3
等因奉此 nn 5
吃独食 nn 3
干枯 nn 3
鸟尽弓藏 nn 5
优柔 nn 3
管窥所及 nn 1
失实 nn 1
无关紧要 nn 3
好高鹜远 nn 7
欠佳 nn 1
白搭 nj 1
报复 nn 3
簸弄 nn 3
残品 nn 1
新亭对泣 pf 7
怀土之情 pf 1
每逢佳节倍思亲 pf 3
忌惮 nc 3
轻描淡写 nn 1
吃惊 pc 5
惊叹 pc 5
邪门儿 pc 3
石破天惊 pc 7
坦然 pe 1
井井有条 ph 7
禀赋 ph 3
伯乐 ph 5
才名 ph 5
才子 ph 7
草圣 ph 9
长项 ph 5
馋鬼 nn 1
沉冤 nn 7
朝拜 pd 7
痴呆 nn 5
抽抽儿 nn 1
呈请 pd 3
承情 pd 3
充畅 ph 5
创新 ph 5
垂范 ph 7
吹拍 nn 5
蠢人 nn 5
耽误 nn 3
敌意 nd 5
垫背 ne 3
蠹弊 nn 9
恶语 nn 5
发疯 nn 3
反派 nd 3
拂意 nj 3
告吹 nj 5
逛荡 nn 1
醇和 ph 5
慈心 ph 5
赐光 pd 5
促进 ph 5
大节 ph 5
大团圆 pa 3
耽爱 pb 7
道别 nb 3
得人 ph 3
顶事 ph 5
荒芜 nb 1
回护 nn 3
昏聩 nn 7
夹带 nn 1
骄躁 nn 5
倨傲 nn 7
空文 nn 3
独胆 ph 3
端直 ph 5
放怀 pa 5
盖世 ph 9
高才 ph 5
高等级 ph 3
离乱 ne 7
溜边 nn 3
沦陷 nb 7
攻研 ph 5
古劲 ph 7
顾全 pf 5
光润 pb 5
抛荒 nn 3
炮灰 nb 5
偏护 nn 3
飘零 nb 3
破脸 na 3
迁就 nn 3
潜逃 nn 5
戕贼 nn 5
强逼 nn 5
浩淼 ph 3
恒性 ph 3
宏敞 ph 3
互利 pa 1
欢呼 pa 5
会心 pa 3
窃据 nn 5
圈拢 nn 5
失信 nn 3
示弱 nn 5
疏放 nn 5
私图 nn 5
死棋 nj 5
夙仇 nd 7
逃票 nn 5
停滞 nn 3
偷窃 nn 7
颓放 nn 5
枉法 nn 7
妄为 nn 5
为害 nn 7
违宪 nn 5
污染 nn 5
误导 nn 5
瞎抓 nn 5
小报告 nn 5
懈劲 nn 5
虚夸 nn 5
虚诈 nn 5
喧扰 nn 5
血腥 nn 5
阉割 nn 7
要不得 nn 3
夷灭 nn 5
殷忧 ne 7
阴损 nn 5
油水 nn 3
淤积 nn 5
迂远 nn 5
愚傻 nn 5
遇难 nb 5
越权 nn 5
杂糅 nn 3
人琴俱亡 nb 7
忧虑 ne 7
落寞 nb 7
魔鬼 nd 9
花容玉貌 ph 7
小康 pa 3
游荡 nn 1
任其自流 nn 1
委琐 nn 7
禽兽 nn 9
闭关锁国 nn 7
成材 ph 5
恭顺 pd 7
可靠 pg 5
轻狂 nn 7
春风得意 pa 7
污秽 nn 7
窝囊废 nn 7
惨然 nb 7
痛苦 nb 7
振奋 pa 7
通情达理 ph 5
怪话 nn 7
匪徒 nn 7
如临大敌 ni 5
夙嫌 nd 7
爱恋 pb 7
势利眼 nn 7
珍惜 pb 7
和谐 ph 5
儿女情长 nn 3
宏伟 ph 7
励精图治 ph 7
得心应手 pa 5
克敌制胜 ph 5
轰轰烈烈 ph 3
不要脸 nn 7
夹生 nn 5
如愿以偿 pa 5
奥博 ph 7
好过 pa 3
讴歌 ph 7
下场 nn 5
不动声色 ph 3
光辉 ph 7
引咎 nh 5
风骨 ph 7
窈窕 ph 7
亲善 pb 3
不屑一顾 nd 7
造次 nn 5
覆辙 nn 5
先辈 pd 5
珠圆玉润 ph 5
简明 ph 3
煽惑 nn 7
一流 ph 7
仇恨 nd 7
悔过自新 ph 5
正直 ph 5
境界 ph 3
嫌疑 nl 5
阎王 nc 7
第一流 ph 7
清雅 ph 5
慷慨解囊 ph 7
黑心 nn 7
协调 ph 1
废话 nn 5
中坚 ph 5
节约 ph 5
认真 ph 5
幸福 pa 7
令人神往 ph 9
显贵 ph 3
灵活 ph 5
忧闷 ne 7
牢固 ph 3
坚持不懈 ph 5
逼真 ph 5
透辟 ph 7
大手笔 ph 3
简便易行 ph 1
自以为是 nn 7
泥塑木雕 nn 5
气魄 ph 7
恩遇 pd 7
歪曲 nn 5
顾盼自雄 nn 7
陷阱 nn 5
一语破的 ph 5
朝令夕改 nn 7
至诚 ph 5
光风霁月 ph 9
倾国倾城 ph 9
压榨 nn 7
不仁 nn 7
瑰丽 ph 7
胡搅蛮缠 nn 5
千疮百孔 nb 7
浮泛 nn 7
侵越 nn 5
晶莹 ph 5
拂袖而去 na 5
尽如人意 pa 5
抢救 ni 1
声讨 nn 5
索贿 nn 7
朽败 nn 7
淫乐 nn 7
吉庆 pa 7
蒙昧 nn 5
友善 ph 5
反革命 nn 5
绘声绘色 ph 7
欢跃 pa 5
疲敝 ne 5
孽种 nd 7
激奋 pa 5
感人 ph 5
缪说 nn 5
内讧 nn 7
烂污 nn 7
逆流 nn 5
教条 nn 5
揩油 nn 5
剌戾 nn 5
丰润 ph 5
洞识 ph 5
奋志 ph 5
舛误 nn 5
杰出 ph 7
贵客 pd 5
博采 ph 5
德政 ph 7
横逆 nn 5
讹谬 nn 7
搀假 nn 5
久客思归 pf 5
空洞无物 nn 5
暗昧 nn 5
师出无名 nn 5
管中窥豹 nn 7
妖里妖气 nn 5
高傲 nn 5
丧德 nn 7
酒后之勇 nn 5
虐待 nn 7
排挤 nn 5
指桑骂槐 nn 7
抹杀 nn 5
欺软怕硬 nn 7
漠然置之 nn 5
泛滥 nn 5
千虑一得 ph 5
盲从 nn 5
兼听则明，偏信则暗 pg 5
教学相长 ph 5
波澜老成 ph 5
斐然成章 ph 7
金相玉质 ph 5
浇瓜之惠 ph 5
斩将搴旗 ph 5
浴血奋战 ph 7
积雪囊萤 ph 7
欲速则不达 nn 5
映雪读书 ph 7
过犹不及 nn 5
燃荻夜读 ph 7
拙口钝腮 nn 5
不知薡蕫 nn 5
以己度人 nn 5
不栉进士 ph 5
兴师动众 nn 5
窈窕淑女 ph 5
创业垂统 ph 7
河润泽及 ph 5
一知半解 nn 5
遮人耳目 nn 5
谋及庶人 ph 5
泣数行下 nb 7
倚势凌人 nn 7
噫呜流涕 nb 7
摄威擅势 nn 7
魁梧奇伟 ph 7
举一反三 ph 5
高谈阔论 nn 5
顺风使帆 nn 5
大处着眼 ph 5
豪奢放逸 ph 5
以汤止沸 nn 5
藏头露尾 nn 5
万死一生 nc 9
黄粱梦 nn 5
粤犬吠雪 nn 5
附赘悬疣 nn 5
剑树刀山 nc 7
稍胜一筹 ph 5
弊端 nn 5
觊觎 nn 5
惩前毖后 ph 5
扬清激浊 ph 5
克尽厥职 ph 7
高才捷足 ph 5
被猎人追赶的金鹿－慌里慌张 ni 5
没头没脑 nn 5
醋坛子 nn 5
落汤的螃蟹－手忙脚乱 ni 5
谤书 nn 5
嗟悔无及 nh 7
忧心忡忡 ne 7
惶惑 ne 7
神经质 nn 5
惟我独尊 nn 7
疲惫 ne 5
煽诱 nn 5
棘手 ne 5
愁苦 ne 5
左右为难 ne 5
阴郁 ne 5
惊恐 nc 7
怯生生 nc 5
宿怨 nd 7
狗仗人势 nd 7
冤仇 nd 7
悲戚 nb 7
凄恻 nb 7
气冲斗牛 na 7
肝火 na 5
怒冲冲 na 7
骂不绝口 na 7
高妙 ph 5
活灵活现 ph 7
别致 ph 5
曲尽其妙 ph 7
所向披靡 ph 7
惟妙惟肖 ph 7
名扬天下 ph 7
轻财重义 ph 7
河晏水清 ph 5
灿烂夺目 ph 7
骁将 ph 7
杀富济贫 ph 5
秦镜高悬 ph 5
雍容尔雅 ph 7
八面威风 ph 7
推襟送抱 ph 7
赤忱 ph 5
豁达大度 ph 7
优异 ph 7
先进 ph 5
孜孜不倦 ph 7
忘我 ph 5
亭亭玉立 ph 7
千锤百炼 ph 7
旖旎 ph 7
积极 ph 5
怀想 pf 5
全才 ph 7
想念 pf 5
归心似箭 pf 7
喜乐 pa 5
拜领 pd 5
必恭必敬 pd 7
威仪 pd 7
独尊 pd 7
娇纵 nn 7
吝惜 nn 5
声情并茂 ph 7
哑巴拾黄金－说不出的快活 pa 7
久旱逢甘霖 pa 9
三阳开泰 ph 7
输理 nn 5
确实可靠 pg 5
有条理 ph 5
入画 ph 5
踏踏实实 ph 5
精选 ph 5
津津乐道 ph 7
娇媚 ph 5
满意 pb 5
小有名气 ph 7
懂礼 ph 5
难以沟通 nn 5
甘醇 pb 5
清贫 nb 3
公平正直 ph 5
手脚麻利 ph 5
毫无错误 ph 5
渣滓 nn 5
清美 pe 5
稳练 ph 5
婉娈 ph 5
雄俊 ph 5
秀挺 ph 5
雄文 ph 5
轩昂 ph 7
英华 ph 7
勋业 ph 7
英姿 ph 7
铮铮铁骨 ph 7
玉液 ph 5
袅袅婷婷 ph 5
漫无目的 ne 5
真迹 ph 5
晋级 pa 3
宝藏 pb 5
警辟 ph 5
死里逃生 nc 9
有纪律 ph 5
敬意 pd 5
酸不溜丢 nn 5
秩然不紊 ph 5
歪歪扭扭 nn 5
大大咧咧 nn 5
娴淑 ph 5
芊芊 ph 5
悲悯 nb 7
愁容满面 ne 7
诧愕 pc 7
愤愤然 na 5
祭扫 pd 3
怔住 pc 5
治罪 nn 5
清湛 pe 5
轻软 pe 3
火尽灰冷 nb 5
优惠 pa 1
娱乐 pa 3
剪彩 pa 3
痴恋 pb 7
至亲 pb 7
尽力 ph 1
净心 pe 3
若有所失 ne 7
能者为师 pd 5
真真实实 ph 5
灰头土脸 nn 5
骇愕 nc 7
凄怨 nb 7
闹脾气 ne 3
瞧不上眼 nd 5
玩世不恭 nn 7
精神不振 ne 5
泥沙俱下 nn 7
脾气暴 nn 5
峭直 ph 5
体态轻盈 ph 7
各得其所 pe 3
熟练 ph 5
省时 ph 5
明窗净几 ph 5
高兴 pa 5
舒畅 pa 5
顺心 pa 5
乐于 pa 5
欢欢喜喜 pa 5
庆祝 pa 5
愉快 pa 5
如获至宝 pa 7
深爱 pb 7
抚爱 pb 5
延颈鹤望 pf 5
相安无事 ph 5
贴切 ph 3
迅速 ph 5
旁观者清 ph 5
群言堂 ph 5
深远 ph 5
周详 ph 5
出气 na 5
仇人相见,分外眼红 na 7
短命 nb 5
恨入骨髓 nd 9
血海深仇 nd 9
切齿痛恨 nd 7
沉闷 ne 7
空虚 ne 5
懊恼 ne 5
复杂 ne 1
愁绪如麻 ne 5
坐愁行叹 ne 5
扫地以尽 ne 5
熬煎 ne 5
娇羞 ng 5
火烧火燎 ni 7
手足失措 ni 7
仓卒之际 ni 3
积重难返 ne 7
充斥 nn 3
燕巢幕上 nc 5
行百里者半九十 nn 5
螳螂捕蝉，黄雀在后 nn 3
经纬万端 ne 7
安闲自得 pe 3
后继乏人 nj 5
名高难副 nn 5
豁然开朗 pa 5
皮里春秋 nn 1
恍然大悟 pa 5
水火无情 nb 5
裘敝金尽 nb 3
食藿悬鹑 nb 3
达官贵人 pd 3
以逸代劳 ph 3
桑榆之光，礼无远照 nb 3
两瞽相扶 nj 3
眉来语去 nn 5
长驱直入 ph 3
后发制人 ph 3
教学相长 ph 5
晕倒 pc 5
疯了 ne 5
破旧 nn 1
败将 nn 5
心安 pe 5
罕见 pc 5
堆砌 nn 1
打先锋 ph 5
恭请 pd 5
完好无损 pa 7
魂不附体 nc 9
凑合 nn 5
鲜明 ph 3
惨淡 nb 5
取长补短 ph 5
力争上游 ph 7
目不斜视 ph 7
言过其实 nn 5
凹凸不平 nn 1
无所畏惧 ph 7
手头紧 ne 7
无助 ne 7
不为人知 nn 1
不易 ne 1
找茬 ne 5
揭不开锅 ne 7
辩证 ph 1
不费力 ph 3
冷冷 nn 3
零丁 nb 3
崎岖不平 nn 3
实心眼儿 ph 5
既往不咎 pd 3
神往 pk 7
从容应对 pe 7
排除万难 ph 7
崎岖 nn 1
扶植 pb 1
别无长物 nb 3
投降 nn 1
鹑衣百结 nb 5
呼幺喝六 nn 5
背后 nn 3
落网 ne 5
消沉 ne 5
规整 ph 5
恩情 ph 3
动容 pf 5
不容置喙 nn 7
冠鸡佩猳 ne 1
聊胜于无 ph 3
成全 pk 5
瞧不起 nd 5
看不起 nd 5
相判云泥 nn 7
心照不宣 pe 5
查无实据 nj 3
天下为家 ph 3
两姓之好 pa 5
皮开肉绽 nc 5
一命呜呼 nb 3
祸起肘腋之间 nc 3
落草为寇 na 3
路遥知马力，日久见人心 pg 7
长乐未央 pa 7
宰割 nn 7
怒叱 nn 5
恼恨 nd 7
侮蔑 nn 7
居心叵测 nn 5
一着不慎，满盘皆输 nn 3
漫天要价 nn 5
聚敛无厌 nn 7
偏私 nn 3
过分 nn 3
争嘴 nn 3
叱问 nn 3
呵斥 nn 3
劳役 nn 5
口舌 ne 3
涩苦 nn 3
招致不幸 nc 9
悲喜交集 pa 5
沮丧 nj 3
昙花一现 nj 3
自相鱼肉 nn 7
不毛之地 nn 5
才高运蹇 nj 5
被发左衽 ne 3
衰萎 nn 5
抑郁 ne 9
荒寂 nb 7
绑匪 nd 5
饿殍枕藉 nb 5
凶横 nn 3
严苛 nn 3
骇怪 pc 9
妖魔 nd 5
咒骂 nn 7
罪愆 nn 9
唯命是听 nn 7
铁公鸡一毛不拔 nn 9
偷偷 nn 9
委靡不振 nn 9
不仁不义 nn 9
有一套 nn 9
吆三喝四 nn 9
刁赖 nn 7
腐臭 nn 9
假仁假义 nn 9
尖嘴猴腮 nn 7
拿腔拿调 nn 7
煮豆燃萁 nn 9
肉了叭叽 nn 9
老谋深算 nn 5
脏乱差 nn 9
恩断义绝 na 9
重足而立，侧目而视 nc 1
悻悻 nb 5
穷奢极欲 nn 7
下流 nn 7
怨悔 nh 5
苛捐杂税 nn 7
心怀鬼胎 nn 7
欺人自欺 nn 9
贪官蠹役 nn 9
市井之徒 nn 7
贪生怕死 nn 7
轻诺寡信 nn 7
左右逢源 pe 3
肠肥脑满 nn 5
嫌贫爱富 nn 5
造谤生事 nn 5
忍心害理 nn 7
杀人如蓺 nn 7
求全之毁 nn 3
临阵脱逃 nn 5
望风而逃 nn 5
惹事招非 nn 7
作奸犯科 nn 7
洗垢球瘢 nn 7
三头两面 nn 3
斗鸡走狗 nn 5
城狐社鼠 nn 5
百般奉承 nn 3
迷昏汤 nn 5
貌似公正 nn 5
见钱眼开 nn 7
贪夫殉财 nn 7
诛求无厌 nn 7
狡滑 nn 1
挑衅 nn 5
心毒 nn 9
倚老卖老 nn 5
褊狭 nn 7
油嘴 nn 5
粗制滥造 nn 5
言而无信 nn 7
阿谀 nn 7
养痈贻患 nn 3
蒙混 nn 1
撒刁 nn 5
辱没 nn 5
无钱吃酒，妒人面赤 nn 5
不值一哂 nn 5
专制 nn 5
垂涎三尺 nn 7
贪婪无厌 nn 7
孬种 nn 7
奸宄 nn 7
花花公子 nn 5
荒淫无耻 nn 7
狡辩 nn 5
尔诈我虞 nn 3
耍手段 nn 1
投其所好 nn 3
千夫所指 nn 9
扒皮 nn 3
背叛 nn 5
敝屣 nn 3
狡猾 nn 5
扬扬自得 nn 1
扯白 nn 3
称大 nn 3
侈糜 nn 9
丑行 nn 5
穿凿 nn 3
粗浮 nn 7
催迫 nn 5
恫吓 nn 3
毒计 nn 7
犯贱 nn 7
放恣 nn 5
非礼 nn 5
匪穴 nc 5
姑宽 nn 5
官气 nn 5
胡扯 nn 1
花腔 nn 1
贿选 nn 3
坑蒙 nn 3
劣迹 nn 5
卖友 nn 5
冒渎 na 3
灭口 nn 5
谋陷 nn 5
奴役 nn 7
扒手 nn 7
入侵 nn 3
贪生 nn 5
外祸 ne 5
吸毒 nn 5
嫌憎 nn 5
遭难 nn 5
争宠 nn 5
阻塞 nn 5
含混不清 nn 5
黑洞洞 nc 3
絮叨 nn 9
令人不安 nc 7
乱腾腾 nn 5
上火 na 3
伤怀 nb 3
苦水 nb 1
长吁短叹 nb 3
多愁善感 nb 3
覆盆之冤 nb 9
聒耳 nn 1
忧思 pf 1
只鸾单凤 nb 5
埋怨 nn 5
怨言 nn 3
笨重 nn 1
炎热 nn 1
磨磨蹭蹭 nn 3
打岔 nn 3
唠叨 nd 3
掉价 nd 3
烦冗 nn 1
迷途 nn 3
乞怜 nb 5
拖累 nn 5
怨偶 nn 5
愧汗 ng 5
犯急 ne 5
惊惧 nc 3
丧胆 nc 5
日坐愁城 ne 1
窘促 ng 5
做贼心虚 nc 3
叹惋 nb 3
罗掘俱穷 ne 7
玉石俱焚 nb 3
力不从心 ne 3
倒戈卸甲 nn 7
树倒猢狲散 nb 5
徒劳 ne 5
无理取闹 nn 7
不假思索 ph 1
臆测 nn 5
诅咒 nd 7
低声下气 nb 7
不容置辩 pg 5
不厌其详 ph 3
迷离倘恍 ne 3
前程似锦 ph 9
窃位素餐 nd 9
鱼烂而亡 nb 7
洋洋自得 pa 5
哄堂 pa 3
胖乎乎 pb 3
卑鄙无耻 nd 9
利欲熏心 nd 5
论调 nd 3
朋比为奸 nd 5
欺侮 nd 5
诬告 nd 5
罪行 nd 5
寄生虫 nd 3
二奶 nd 3
冷嘲热讽 nd 3
谬种 nd 7
贱骨头 nd 7
低贱 nd 5
碍眼 nd 5
死气沉沉 ne 5
溽暑 ne 3
一场春梦 nj 3
邪魔外道 nd 5
嘘枯吹生 ph 3
桀犬吠尧 nd 7
费尽心机 nd 3
一蹶不振 nj 7
阴魂不散 nd 7
狐疑未决 nl 1
笑面夜叉 nd 5
妖言惑众 nd 7
一手包办 nd 5
张眉努眼 nd 5
飞黄腾达 pa 5
刨根问底 ph 3
谄上欺下 nd 5
消磨岁月 ne 3
弃甲曳兵 nj 3
牛头马面 nd 7
穿窬之盗 nd 7
血流漂杵 nb 5
娼妓 nd 5
窜扰 nd 5
盗寇 nd 7
得计 nd 1
独夫 nd 5
恶名 nd 5
贩黄 nd 3
勾连 nd 3
拐卖 nd 5
裹乱 nd 5
海匪 nd 3
黑钱 nd 3
禁锢 nd 3
狂吠 nd 5
累赘 ne 5
流言 nd 3
娄子 ne 5
掳掠 nd 5
乱套 ne 5
伤神 nb 5
添乱 ne 5
凶手 nd 5
怨府 nd 5
无赖 nd 9
无赖 nd 9
热劲 ph 5
荣升 ph 5
胜境 ph 5
奖台 ph 3
姣翠 ph 5
洁净 ph 5
解扣儿 ph 3
致谢 pd 3
奏效 ph 5
优美动听 ph 9
学而不厌 ph 9
旋律优美 ph 9
香醇 ph 9
痛痛快快 ph 9
成果 pb 3
喜闻乐见 pb 5
乐天知命 pe 1
安闲 pe 1
转危为安 pe 7
轻徭薄赋 ph 7
文武之道，一张一弛 ph 3
士饱马腾 ph 7
苦尽甘来 pe 5
水木清华 pb 7
称贺 ph 3
荡漾 pb 3
斗妍 pb 3
飞跃 ph 3
甘霖 pb 5
贺电 ph 3
鸿运 ph 5
积善 ph 7
投合 ph 5
即兴 ph 5
佳美 ph 7
佳作 ph 9
娇娘 ph 5
长亲 pd 3
精品 ph 7
晶亮 ph 5
整齐划一 ph 9
有韧劲 ph 7
心灵手巧 ph 9
有滋有味 ph 9
引人瞩目 ph 9
璨然 ph 3
葱茏 ph 1
富丽堂皇 ph 3
干干净净 ph 1
光芒万丈 ph 3
和和睦睦 ph 3
红红火火 pa 3
奇巧 ph 7
浓丽 ph 3
清香 ph 1
喜笑颜开 pa 5
对床夜雨 pa 3
凉丝丝 ph 1
爽口 ph 1
感谢 ph 3
入眼 ph 3
瑞兽珍禽 ph 5
珠玉在侧 ph 3
平头正脸 ph 1
同甘共苦 ph 5
养生送死 ph 5
我顶顶顶 ph 7
_ding ph 7
别趣 ph 3
敞阔 ph 3
春意 pa 3
脆亮 ph 3
搭手 ph 1
都丽 ph 5
朵颐 pa 5
芳龄 pd 3
高招 ph 7
歌吟 pa 3
广求 ph 1
慧心 ph 9
活现 ph 5
机谋 ph 7
青郁 ph 3
珍馐 ph 5
不同寻常 ph 3
胆颤心惊 nc 7
惊险 nc 5
奇珍异宝 ph 7
出其不意 ph 5
望风捕影 nn 3
泰斗 ph 7
奖誉 ph 7
金言 ph 5
巨匠 ph 9
捐献 ph 3
有眼光 ph 9
神工鬼斧 ph 5
治乱存亡 ph 9
龟鹤遐龄 pk 3
福寿绵长 pk 3
长命富贵 pk 3
可歌可泣 ph 7
勇士 ph 3
乡贤 ph 5
